full_item,stage1_code,stage1_name,stage2_code,stage2_name,stage1_label,stage2_label
Vendor submittal: stainless steel commercial kitchen sink triple-bowl. Fixtures to be white vitreous china unless noted otherwise. per ADA and ICC/ANSI A117.1 accessibility standard.,22,Plumbing,22 40 00,Plumbing Fixtures,Category 22 - Plumbing,22 40 00 Plumbing Fixtures
"SCOPE OF WORK DESCRIPTION: Furnish and install roofing insulation tapered cricket system as indicated on drawings and per NRCA roofing guidelines. Insulation R-30 minimum per energy code, tapered for drainage.",07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
Subcontractor bid for galvanized corrugated steel decking. Location: for mezzanine floor deck. Deck to be welded to supports at 12 inches on center.,05,Metals,05 30 00,Metal Decking,Category 05 - Metals,05 30 00 Metal Decking
Scope of work includes delivery and startup of point-of-use water filtration system for kitchen grease waste management. Unit to be seismic-rated for installation zone.,22,Plumbing,22 30 00,Plumbing Equipment,Category 22 - Plumbing,22 30 00 Plumbing Equipment
Quotation for vitreous china water closet (toilet) floor-mounted for commercial kitchen and break rooms. Chrome-plated brass faucets with ceramic disc cartridge. per project specification Section 22 40 00.,22,Plumbing,22 40 00,Plumbing Fixtures,Category 22 - Plumbing,22 40 00 Plumbing Fixtures
"Provide all labor, materials and equipment for back-painted decorative glass panels for curtain wall and storefront glazing systems. per project specification Section 08 80 00. Glass to meet ANSI Z97.1 safety glazing requirements.",08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Proposal for installation of cementitious dampproofing coating for below-grade foundation walls and footings. All seams to be sealed and corners reinforced.,07,Thermal and Moisture Protection,07 10 00,Dampproofing and Waterproofing,Category 07 - Thermal and Moisture Protection,07 10 00 Dampproofing and Waterproofing
Vendor submittal: underslab vapor barrier 15-mil polyethylene. Includes protection board and drainage composite. per project specification Section 07 10 00.,07,Thermal and Moisture Protection,07 10 00,Dampproofing and Waterproofing,Category 07 - Thermal and Moisture Protection,07 10 00 Dampproofing and Waterproofing
"VENDOR SUBMITTAL: Quotation for stainless steel piping for medical gas for building domestic water distribution system. Includes core drilling, firestopping and sleeve installation. per Uniform Plumbing Code (UPC).",22,Plumbing,22 10 00,Plumbing Piping and Pumps,Category 22 - Plumbing,22 10 00 Plumbing Piping and Pumps
Supply and install laminated security glass for storefronts for building lobby and atrium glazing. Mock-up panel required for architect approval before production. per glazing contractor shop drawings.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Quotation for commercial gas-fired water heater 100-gallon for drinking water cooling and dispensing. 5-year manufacturer warranty on heat exchanger. per ASME Boiler and Pressure Vessel Code.,22,Plumbing,22 30 00,Plumbing Equipment,Category 22 - Plumbing,22 30 00 Plumbing Equipment
RE: Central Cooling Equipment – Supply and install water-cooled centrifugal chiller 500-ton for office building comfort cooling. Unit to be high-efficiency with minimum 14 SEER rating. per mechanical schedule on drawings.,23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
Proposal for shop fabrication and field installation of ornamental steel railing and balusters for equipment pads and roof penetration supports. Steel to be shop-primed with rust-inhibitive primer.,05,Metals,05 50 00,Metal Fabrications,Category 05 - Metals,05 50 00 Metal Fabrications
SCOPE OF WORK DESCRIPTION: Furnish and install EPDM rubber roofing membrane fully adhered as indicated on drawings and per project specification Section 07 50 00. Membrane to be mechanically fastened or fully adhered per wind uplift.,07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
Vendor submittal: bus duct feeder system from switchboard. Equipment to be UL 891 listed and labeled. per utility company service entrance requirements.,26,Electrical,26 20 00,Low-Voltage Electrical Distribution,Category 26 - Electrical,26 20 00 Low-Voltage Electrical Distribution
RE: Doors and Frames – This submittal covers the delivery and installation of access doors and panels flush-mounted for interior and exterior door openings per door schedule. All work to comply with per project specification Section 08 10 00. Frames to be set and grouted plumb and square.,08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
supply and installation of epoxy-coated rebar for exposed concrete including all necessary accessories and hardware. per CRSI Manual of Standard Practice.,03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
Scope of work includes supply and installation of EMT and rigid metal conduit with fittings for grounding electrode system per NEC. All wiring and raceway per National Electrical Code (NEC).,26,Electrical,26 05 00,Common Work Results for Electrical,Category 26 - Electrical,26 05 00 Common Work Results for Electrical
Material submittal for spandrel glass panels with ceramic frit. Glass thickness and type per structural analysis for wind loads. Refer to per ASTM C1048 for flat glass specifications.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Supply and install dry-type transformer 75 kVA 480V to 208/120V for main electrical service and distribution. Arc flash study and labels required per NFPA 70E. per project specification Section 26 20 00.,26,Electrical,26 20 00,Low-Voltage Electrical Distribution,Category 26 - Electrical,26 20 00 Low-Voltage Electrical Distribution
Furnish and install steel moment frame connections as indicated on drawings and per AISC 360 Specification for Structural Steel Buildings. Includes crane and rigging for steel erection.,05,Metals,05 10 00,Structural Metal Framing,Category 05 - Metals,05 10 00 Structural Metal Framing
Scope of work includes furnishing and setting of wired glass for fire-rated openings for fire-rated glazing at rated corridors. Mock-up panel required for architect approval before production.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Request for approval: high-performance epoxy wall coating for wet areas for use for mechanical and electrical rooms. Two coats finish over one coat primer on new drywall. per MPI (Master Painters Institute) standards.,09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
Proposal for supply and installation of gas-fired hot water boiler 2000 MBH for building central heating system. Boiler efficiency exceeds ASHRAE 90.1 minimum requirement.,23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
Proposal for supply and placement of concrete placement and finishing for foundations for concrete topping slab over metal deck. Concrete to be cured with wet burlap and plastic sheeting for 7 days.,03,Concrete,03 30 00,Cast-in-Place Concrete,Category 03 - Concrete,03 30 00 Cast-in-Place Concrete
Furnish and install duct-mounted fire and smoke dampers as indicated on drawings and per project specification Section 23 30 00. Ductwork fabricated per SMACNA standards.,23,HVAC,23 30 00,HVAC Air Distribution,Category 23 - HVAC,23 30 00 HVAC Air Distribution
"Scope of work includes tear-off and replacement of roofing penetration flashings and pitch pockets for rooftop mechanical equipment area. Insulation R-30 minimum per energy code, tapered for drainage.",07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
Scope of work includes furnishing and glazing of fixed aluminum picture windows for exterior building facade per window schedule. Windows to be factory-assembled and glazed.,08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
Request for approval: split-system DX cooling unit with condenser for use for tenant space supplemental cooling. Controls: BACnet compatible DDC for building automation integration. per project specification Section 23 60 00.,23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
Subcontractor bid for carpet tile modular 24x24 with adhesive. Location: for commercial kitchen and food prep areas. Base: 4-inch rubber or tile cove base at all walls.,09,Finishes,09 60 00,Flooring,Category 09 - Finishes,09 60 00 Flooring
Furnish and install elastomeric exterior wall coating as indicated on drawings and per project specification Section 09 90 00. Colors per architect-selected paint schedule.,09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
RE: Glazing – Quotation for laminated security glass for storefronts for curtain wall and storefront glazing systems. Mock-up panel required for architect approval before production. per IGCC standards for insulating glass.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
"RE: Lighting – Request for approval: LED recessed troffer light fixtures 2x4 for use for interior lighting per reflected ceiling plan. Color temperature: 4000K for offices, 3000K for corridors. per project specification Section 26 50 00.",26,Electrical,26 50 00,Lighting,Category 26 - Electrical,26 50 00 Lighting
Material submittal for stainless steel piping for medical gas. Insulation on all hot and cold water piping per specification. Refer to per local plumbing code and health department requirements.,22,Plumbing,22 10 00,Plumbing Piping and Pumps,Category 22 - Plumbing,22 10 00 Plumbing Piping and Pumps
Quotation for LED recessed troffer light fixtures 2x4 for parking garage and canopy lighting. Includes dimming drivers compatible with 0-10V control system. per DesignLights Consortium (DLC) qualified products list.,26,Electrical,26 50 00,Lighting,Category 26 - Electrical,26 50 00 Lighting
RE: Central Heating Equipment – Material submittal for gas-fired hot water boiler 2000 MBH. Boiler efficiency exceeds ASHRAE 90.1 minimum requirement. Refer to per project specification Section 23 70 00.,23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
Vendor submittal: acoustic metal deck with perforations. Minimum bearing length 2 inches on structural steel supports. per composite design per AISC 360 Chapter I.,05,Metals,05 30 00,Metal Decking,Category 05 - Metals,05 30 00 Metal Decking
"Provide all labor, materials and equipment for CPVC hot and cold water distribution piping for roof drain piping and overflow system. per project specification Section 22 10 00. Includes core drilling, firestopping and sleeve installation.",22,Plumbing,22 10 00,Plumbing Piping and Pumps,Category 22 - Plumbing,22 10 00 Plumbing Piping and Pumps
